feature,excl_in_n_genes,min_enr,mean_enr,COL4A1_n_in,COL4A1_n_out,COL4A1_enr,COL4A2_n_in,COL4A2_n_out,COL4A2_enr,COL4A3_n_in,COL4A3_n_out,COL4A3_enr,COL4A4_n_in,COL4A4_n_out,COL4A4_enr,COL4A5_n_in,COL4A5_n_out,COL4A5_enr,COL4A6_n_in,COL4A6_n_out,COL4A6_enr
24513,0,0.157,0.504,76,871,1.06,5,1122,0.16,22,1551,0.51,25,1905,0.82,32,3952,0.23,13,4056,0.25
16499,0,0.157,1.545,82,1608,0.62,87,2690,1.14,1,228,0.16,13,483,1.68,1,14,2.02,42,897,3.66
8013,0,0.157,0.529,369,3594,1.25,91,5846,0.55,150,8026,0.67,49,11799,0.26,319,31323,0.29,36,17898,0.16
18415,0,0.157,1.278,46,543,1.03,2,450,0.16,19,234,2.91,7,391,1.12,6,95,1.78,8,938,0.67
23660,0,0.157,1.412,8,158,0.62,53,280,6.68,4,625,0.23,2,794,0.16,21,1273,0.47,6,1475,0.32
29717,0,0.157,0.836,24,109,2.68,2,315,0.22,8,239,1.2,3,442,0.42,10,856,0.33,1,498,0.16
22013,0,0.156,0.566,37,309,1.46,6,388,0.55,15,626,0.86,3,856,0.22,11,1990,0.16,3,1470,0.16
4559,0,0.156,1.04,17,112,1.85,21,216,3.43,1,230,0.16,1,258,0.24,3,244,0.35,1,372,0.21
5193,0,0.156,0.659,556,4662,1.45,86,7120,0.43,323,9830,1.18,118,14268,0.52,266,33672,0.22,41,20541,0.16
5395,0,0.155,1.899,10,93,1.31,3,131,0.81,17,156,3.91,8,294,1.69,4,727,0.16,14,311,3.51
12567,0,0.155,0.809,202,1317,1.87,13,1462,0.31,26,1626,0.57,5,2003,0.16,77,1570,1.39,15,2100,0.56
12755,0,0.154,1.072,102,642,1.94,36,460,2.76,9,341,0.95,2,461,0.27,4,734,0.15,3,645,0.36
24238,0,0.154,0.556,117,1748,0.82,24,1931,0.44,15,808,0.67,5,973,0.32,18,539,0.94,2,1016,0.15
31725,0,0.153,0.702,24,437,0.67,6,602,0.35,8,346,0.83,1,407,0.15,14,274,1.44,5,510,0.77
9263,0,0.153,0.571,5,335,0.18,23,520,1.56,3,704,0.15,2,771,0.16,41,1089,1.06,6,1537,0.3
12960,0,0.153,1.058,13,188,0.84,10,270,1.31,7,234,1.07,7,234,1.86,1,185,0.15,5,353,1.11
20981,0,0.153,0.478,16,188,1.04,4,276,0.51,7,410,0.61,3,587,0.32,12,1450,0.23,2,1023,0.15
26020,0,0.153,0.913,32,459,0.85,5,613,0.29,1,235,0.15,8,577,0.86,1,183,0.15,35,863,3.17
30649,0,0.153,0.768,89,1278,0.85,30,1707,0.62,3,705,0.15,13,964,0.84,16,451,1.0,15,1024,1.14
30986,0,0.152,0.672,80,469,2.08,8,649,0.44,5,704,0.25,16,1098,0.91,13,2409,0.15,4,1529,0.2
14165,0,0.152,0.568,140,1533,1.11,46,2313,0.7,35,3096,0.41,9,3681,0.15,128,5302,0.68,27,6021,0.35
8007,0,0.152,1.303,111,3999,0.34,74,6288,0.42,4,943,0.15,8,1417,0.35,26,202,3.64,110,2937,2.92
13641,0,0.152,1.062,74,368,2.45,3,697,0.15,57,912,2.24,13,855,0.95,9,763,0.33,2,633,0.25
6230,0,0.152,0.495,17,121,1.71,3,223,0.48,1,236,0.15,1,339,0.18,6,644,0.26,1,431,0.18
14246,0,0.152,0.668,15,225,0.81,6,210,1.01,1,236,0.15,2,261,0.48,6,211,0.8,3,312,0.75
22688,0,0.152,0.783,40,566,0.86,13,694,0.66,7,370,0.68,1,410,0.15,6,172,0.99,6,344,1.36
16031,0,0.152,0.579,28,225,1.52,3,448,0.24,12,506,0.85,5,730,0.43,14,1367,0.29,2,1028,0.15
25469,0,0.152,0.611,134,1516,1.08,54,2300,0.83,25,1975,0.45,22,2167,0.63,94,5111,0.52,7,3599,0.15
15863,0,0.152,0.263,38,1715,0.27,15,2360,0.22,31,2916,0.38,11,4517,0.15,8,631,0.36,4,1600,0.2
2908,0,0.152,0.696,36,296,1.48,8,482,0.59,18,535,1.21,5,712,0.44,15,1366,0.31,2,1030,0.15
30643,0,0.151,0.545,32,460,0.85,12,629,0.67,16,601,0.95,4,768,0.32,10,881,0.32,2,1031,0.15
16952,0,0.151,0.911,99,1180,1.02,36,1288,0.99,45,1229,1.31,16,1425,0.7,61,1334,1.29,3,1547,0.15
21587,0,0.151,0.556,100,1459,0.84,42,2075,0.71,12,2846,0.15,12,2993,0.25,133,3812,0.99,29,5687,0.4
28698,0,0.15,0.91,16,195,1.0,1,235,0.15,3,296,0.36,1,260,0.24,6,118,1.44,7,241,2.27
28772,0,0.15,0.462,205,3329,0.75,91,3988,0.81,29,5731,0.18,86,7713,0.69,93,13889,0.19,23,11952,0.15
28043,0,0.15,0.75,263,1145,2.8,9,1780,0.18,59,2406,0.88,21,3889,0.34,44,7995,0.16,9,4682,0.15
14735,0,0.15,0.614,87,634,1.67,15,981,0.54,39,1633,0.86,12,3534,0.21,51,5627,0.26,8,4163,0.15
12230,0,0.15,0.64,102,682,1.82,18,929,0.68,8,1586,0.18,13,1987,0.41,79,3765,0.59,6,3129,0.15
31540,0,0.15,0.528,43,347,1.51,7,513,0.48,2,479,0.15,3,601,0.31,11,1129,0.28,5,892,0.44
10311,0,0.15,0.872,30,788,0.46,4,944,0.15,16,911,0.63,10,1388,0.45,53,1083,1.38,32,1160,2.15
31928,0,0.15,0.718,56,342,2.0,14,451,1.1,7,620,0.4,2,833,0.15,23,1872,0.35,5,1253,0.31
8225,0,0.149,1.27,57,867,0.8,29,1269,0.81,1,240,0.15,12,389,1.92,12,121,2.8,5,343,1.14
28649,0,0.149,1.106,18,133,1.65,10,123,2.87,4,193,0.74,3,315,0.59,3,568,0.15,3,371,0.63
29346,0,0.149,0.965,48,254,2.3,2,322,0.22,27,384,2.52,1,419,0.15,3,403,0.21,7,1422,0.38
22667,0,0.149,0.669,35,248,1.72,4,349,0.4,8,381,0.75,4,661,0.38,5,951,0.15,7,895,0.61
19719,0,0.148,0.626,12,349,0.42,8,369,0.77,8,332,0.86,1,420,0.15,20,582,0.97,4,531,0.59
4543,0,0.148,1.063,46,1462,0.38,96,986,3.44,5,1210,0.15,12,1135,0.66,45,840,1.51,4,1323,0.24
14621,0,0.148,0.761,10,142,0.86,8,178,1.59,1,242,0.15,4,302,0.82,6,365,0.46,4,458,0.68
1029,0,0.148,0.502,13,103,1.54,2,191,0.37,2,198,0.36,1,288,0.22,10,746,0.38,1,528,0.15
7420,0,0.148,0.511,7,240,0.36,1,239,0.15,1,192,0.19,2,282,0.44,3,98,0.87,5,365,1.07
2363,0,0.148,0.7,55,821,0.82,9,914,0.35,18,680,0.95,5,636,0.49,30,586,1.45,1,529,0.15
19093,0,0.148,0.539,26,353,0.9,12,500,0.85,2,486,0.15,3,465,0.4,10,508,0.56,3,611,0.38
28945,0,0.147,1.436,107,669,1.95,10,889,0.4,21,578,1.3,32,682,2.92,26,387,1.9,1,531,0.15
28833,0,0.147,1.203,4,48,1.02,8,67,4.22,2,61,1.18,1,186,0.33,2,385,0.15,1,238,0.33
28884,0,0.147,0.592,221,3607,0.75,28,3062,0.32,59,3225,0.66,7,2973,0.15,161,3443,1.32,13,2819,0.36
16705,0,0.147,0.746,81,1198,0.82,107,1795,2.1,30,2633,0.41,31,2921,0.66,68,5796,0.33,10,5328,0.15
4325,0,0.146,1.515,77,580,1.62,10,842,0.42,79,603,4.7,15,717,1.3,17,530,0.91,1,533,0.15
26606,0,0.146,1.61,40,576,0.85,28,887,1.11,1,245,0.15,6,432,0.87,15,105,4.04,19,560,2.65
3591,0,0.146,0.768,45,568,0.97,9,516,0.62,3,735,0.15,7,964,0.45,42,656,1.81,10,1269,0.62
8393,0,0.146,0.49,52,384,1.65,7,487,0.51,5,697,0.26,3,862,0.22,10,1933,0.15,3,1479,0.16
22858,0,0.146,1.038,94,351,3.27,12,831,0.51,10,204,1.76,1,427,0.15,5,394,0.36,1,412,0.19
22453,0,0.146,5.179,233,238,11.94,54,147,12.97,16,516,1.11,4,1709,0.15,82,3228,0.72,105,1956,4.19
30679,0,0.146,0.531,144,1360,1.29,31,2270,0.48,56,3757,0.53,8,3419,0.15,66,4287,0.44,11,2860,0.3
21139,0,0.145,0.471,22,504,0.53,8,596,0.47,6,875,0.25,18,1045,1.07,21,1678,0.35,4,2147,0.15
7209,0,0.145,0.632,25,161,1.89,5,168,1.05,1,227,0.16,1,355,0.18,10,767,0.37,1,538,0.15
30947,0,0.145,1.12,357,1023,4.26,21,5045,0.15,13,563,0.83,15,793,1.18,9,1495,0.17,2,1079,0.14
1325,0,0.144,0.59,105,1477,0.87,50,1944,0.91,32,2594,0.44,40,3070,0.81,64,4966,0.36,10,5406,0.14
22856,0,0.144,3.47,19,151,1.53,27,205,4.65,51,390,4.69,58,586,6.16,9,1761,0.14,21,451,3.64
5604,0,0.144,0.392,103,2000,0.63,41,1793,0.81,4,994,0.14,6,1766,0.21,10,1085,0.26,6,1570,0.3
13031,0,0.144,1.077,58,881,0.8,34,1324,0.91,2,498,0.14,13,674,1.2,17,219,2.19,15,965,1.21
7933,0,0.144,0.632,46,353,1.59,2,491,0.14,16,773,0.74,8,922,0.54,24,1330,0.51,4,1178,0.27
15854,0,0.144,0.327,124,10517,0.14,78,12261,0.22,124,14944,0.3,111,14913,0.46,183,13040,0.4,86,15402,0.44
29307,0,0.144,0.515,43,899,0.58,39,1194,1.15,9,2247,0.14,19,2282,0.52,67,4489,0.42,16,4646,0.27
5043,0,0.144,0.62,13,177,0.9,1,246,0.14,19,532,1.28,5,564,0.55,4,780,0.14,7,780,0.7
22581,0,0.143,0.654,40,401,1.22,17,530,1.13,11,741,0.53,2,869,0.14,32,1900,0.48,8,1477,0.42
14581,0,0.143,0.474,16,223,0.87,6,261,0.81,4,408,0.35,1,435,0.14,14,889,0.45,2,725,0.22
9783,0,0.143,0.36,159,3551,0.55,52,5626,0.33,18,4514,0.14,49,6287,0.49,94,6969,0.38,30,8499,0.28
26418,0,0.143,0.475,200,3824,0.64,97,4916,0.7,23,5768,0.14,49,6329,0.48,269,11473,0.66,30,10165,0.23
3350,0,0.143,1.306,4,129,0.38,1,247,0.14,1,166,0.22,26,247,6.56,1,130,0.22,2,483,0.32
7278,0,0.143,1.364,64,349,2.24,8,565,0.5,35,597,2.1,7,750,0.58,31,334,2.62,1,547,0.14
25346,0,0.143,0.528,33,617,0.65,21,853,0.87,19,2069,0.33,16,2264,0.44,142,5478,0.73,10,5478,0.14
21795,0,0.142,0.618,45,755,0.73,37,658,1.99,5,1259,0.14,7,870,0.5,13,2286,0.16,3,1204,0.19
28877,0,0.142,1.782,26,74,4.28,3,746,0.14,4,59,2.43,1,53,1.18,1,25,1.13,1,51,1.53
32137,0,0.141,0.529,13,186,0.85,7,205,1.21,3,396,0.27,1,441,0.14,11,1041,0.3,5,965,0.4
8927,0,0.141,0.781,198,3986,0.61,71,5983,0.42,123,3030,1.46,52,3457,0.94,63,1577,1.13,5,2767,0.14
11337,0,0.141,0.634,24,288,1.02,5,398,0.44,15,507,1.06,9,623,0.9,6,1202,0.14,3,953,0.25
16470,0,0.141,0.563,110,1006,1.33,25,1303,0.68,21,1609,0.47,26,2710,0.6,26,5210,0.14,7,3452,0.16
28733,0,0.14,0.48,32,274,1.42,4,376,0.38,6,515,0.42,3,873,0.21,22,1999,0.31,2,1113,0.14
28518,0,0.14,1.21,1,87,0.14,2,157,0.45,6,130,1.65,1,130,0.48,10,73,3.87,3,352,0.67
28564,0,0.14,0.959,16,169,1.15,5,232,0.76,15,1253,0.43,52,1066,3.04,29,3514,0.23,10,5583,0.14
27140,0,0.139,0.471,27,438,0.75,9,635,0.5,11,817,0.48,6,1029,0.36,41,1964,0.59,3,1680,0.14
5423,0,0.139,0.87,37,374,1.21,14,578,0.86,12,386,1.11,1,447,0.14,17,420,1.14,6,614,0.76
24140,0,0.139,0.809,36,322,1.36,3,562,0.19,27,510,1.9,9,629,0.89,5,1015,0.14,5,1047,0.37
22363,0,0.139,0.873,264,1327,2.43,54,2788,0.68,14,1049,0.48,16,1014,0.98,22,1174,0.53,2,1127,0.14
18907,0,0.138,1.038,7,165,0.52,1,225,0.16,1,167,0.21,20,248,5.02,1,159,0.18,1,564,0.14
8421,0,0.138,0.304,13,935,0.17,15,1045,0.51,135,17283,0.28,51,12975,0.24,1431,82988,0.49,119,67203,0.14
25254,0,0.138,0.622,90,845,1.3,31,1121,0.98,17,1173,0.52,15,1672,0.56,23,2710,0.24,4,2259,0.14
3021,0,0.138,0.553,120,1520,0.96,39,1687,0.82,25,2553,0.35,32,2897,0.69,66,5137,0.36,9,5083,0.14
16930,0,0.138,0.449,125,1054,1.45,22,1506,0.52,7,1667,0.15,5,2074,0.15,27,5538,0.14,12,3169,0.3
5761,0,0.138,0.528,84,763,1.34,8,1100,0.26,28,1296,0.77,15,1946,0.48,18,3693,0.14,6,2644,0.18
18044,0,0.138,1.066,108,708,1.86,29,1208,0.85,2,521,0.14,10,256,2.43,1,96,0.29,2,190,0.82
23255,0,0.137,0.796,209,2165,1.18,123,2756,1.58,14,3654,0.14,52,3973,0.82,102,5470,0.53,43,6195,0.54
7881,0,0.137,0.793,9,65,1.69,4,106,1.33,1,157,0.23,3,186,1.0,2,412,0.14,1,211,0.37
9031,0,0.137,3.041,5,445,0.14,76,392,6.85,1,99,0.36,6,169,2.21,28,99,7.99,5,560,0.7
22282,0,0.137,0.801,53,1151,0.56,40,1286,1.1,8,2095,0.14,11,2167,0.32,183,2427,2.13,36,4977,0.56
15109,0,0.137,0.52,232,2207,1.28,59,3189,0.65,57,4755,0.43,53,9170,0.36,166,18200,0.26,19,10868,0.14
30767,0,0.136,0.413,28,356,0.96,10,591,0.6,4,629,0.23,2,915,0.14,22,1845,0.34,4,1406,0.22
19558,0,0.135,0.593,200,2862,0.85,95,3574,0.94,4,1061,0.14,6,1247,0.3,13,478,0.77,23,3183,0.56
19624,0,0.135,0.938,32,448,0.87,16,489,1.16,7,382,0.66,1,461,0.14,27,401,1.9,8,691,0.9
5469,0,0.135,9.892,34,30,13.82,97,83,41.26,8,151,1.9,3,1384,0.14,47,1506,0.88,25,1447,1.35
21456,0,0.135,0.499,51,501,1.24,19,793,0.85,7,805,0.31,3,926,0.2,22,2385,0.26,3,1735,0.14
13979,0,0.135,0.451,298,2691,1.35,63,3432,0.65,25,6348,0.14,20,7704,0.16,135,28305,0.13,47,13480,0.27
10237,0,0.135,1.166,39,875,0.54,28,1142,0.87,1,266,0.13,5,381,0.82,8,71,3.18,10,538,1.45
24656,0,0.135,0.743,45,433,1.27,2,524,0.13,19,806,0.85,19,936,1.26,18,1267,0.4,14,2013,0.54
7704,0,0.135,0.565,94,512,2.24,6,661,0.32,10,987,0.36,4,1626,0.15,19,3987,0.13,5,2198,0.18
20515,0,0.135,0.586,22,653,0.41,42,947,1.57,4,1065,0.13,8,1357,0.37,41,2012,0.58,14,2364,0.46
18679,0,0.135,0.914,87,606,1.75,14,1296,0.38,12,431,1.0,11,423,1.62,10,471,0.6,1,580,0.13
10898,0,0.134,0.94,29,809,0.44,14,1132,0.44,3,800,0.13,51,789,4.03,7,488,0.41,6,2359,0.2
15509,0,0.134,1.621,88,930,1.15,15,1014,0.52,2,534,0.13,25,450,3.46,13,104,3.53,6,507,0.92
930,0,0.134,0.53,55,368,1.82,3,501,0.21,16,851,0.67,3,1246,0.15,14,2949,0.13,4,1673,0.19
17867,0,0.134,0.822,43,591,0.89,23,873,0.93,1,268,0.13,5,396,0.79,7,148,1.34,8,727,0.86
27971,0,0.134,0.616,47,306,1.87,8,509,0.55,6,510,0.42,4,663,0.38,17,1435,0.33,2,1168,0.13
11603,0,0.134,1.32,110,402,3.34,9,2378,0.13,54,907,2.13,16,657,1.52,4,714,0.16,5,610,0.64
24297,0,0.133,0.511,56,448,1.52,8,667,0.42,5,644,0.28,10,1142,0.55,9,1913,0.13,3,1425,0.16
24538,0,0.133,1.034,257,2029,1.54,40,3457,0.41,8,2158,0.13,59,3632,1.01,11,204,1.52,102,5039,1.58
31128,0,0.133,1.049,75,1558,0.59,37,1730,0.76,4,1079,0.13,12,1295,0.58,59,514,3.24,32,2505,1.0
18822,0,0.133,1.068,13,171,0.93,6,199,1.06,1,270,0.13,1,466,0.13,17,138,3.48,6,702,0.67
3824,0,0.133,0.742,26,982,0.32,13,1392,0.33,7,904,0.28,47,984,2.97,12,817,0.42,5,2943,0.13
5607,0,0.132,1.008,5,326,0.19,68,497,4.83,3,812,0.13,3,1138,0.16,22,1060,0.59,3,1627,0.14
29443,0,0.132,0.597,13,90,1.76,1,149,0.24,4,148,0.97,1,240,0.26,2,428,0.13,1,351,0.22
3604,0,0.132,0.651,46,402,1.4,11,666,0.58,23,845,0.98,2,944,0.13,36,1658,0.61,4,1514,0.21
7357,0,0.132,0.538,76,1165,0.8,28,1783,0.55,7,1902,0.13,35,2425,0.9,68,3897,0.49,16,3507,0.36
23785,0,0.131,0.764,15,106,1.73,5,194,0.91,1,273,0.13,3,298,0.63,15,638,0.66,4,591,0.53
14964,0,0.131,1.258,1,93,0.13,1,104,0.34,4,57,2.52,1,65,0.96,3,73,1.16,3,96,2.44
29136,0,0.131,0.85,40,288,1.69,4,491,0.29,32,611,1.88,8,699,0.71,3,647,0.13,4,792,0.39
16025,0,0.131,0.866,26,269,1.18,42,440,3.37,4,1098,0.13,6,1688,0.22,21,4111,0.14,4,2040,0.15
4801,0,0.131,0.538,4,263,0.19,14,324,1.53,2,549,0.13,4,680,0.37,5,192,0.74,3,830,0.28
9247,0,0.13,0.806,3,174,0.21,1,271,0.13,5,283,0.63,11,307,2.23,1,146,0.19,5,272,1.44
26413,0,0.13,0.457,138,1718,0.98,37,1800,0.73,17,3603,0.17,32,3563,0.56,60,9522,0.18,10,5994,0.13
26609,0,0.13,1.808,29,61,5.8,13,132,3.48,1,141,0.25,2,957,0.13,17,1424,0.34,12,1096,0.85
834,0,0.13,0.322,213,3619,0.72,20,3031,0.23,30,1917,0.56,4,1682,0.15,4,871,0.13,2,1091,0.14
10232,0,0.129,0.679,48,806,0.73,21,933,0.79,5,1388,0.13,32,1554,1.28,62,2185,0.8,11,2546,0.34
31515,0,0.129,0.567,34,353,1.17,6,522,0.41,13,590,0.79,5,702,0.44,22,1356,0.46,2,1210,0.13
13464,0,0.129,0.688,171,1177,1.77,29,1674,0.61,68,2602,0.94,35,3990,0.55,42,8818,0.13,10,6054,0.13
7610,0,0.129,8.94,11,48,2.79,19,34,19.73,98,344,10.21,52,384,8.43,6,1318,0.13,55,348,12.34
4923,0,0.128,0.848,6,158,0.46,1,275,0.13,5,207,0.87,3,240,0.78,6,69,2.46,2,396,0.39
24534,0,0.128,1.054,1,95,0.13,1,87,0.41,1,123,0.29,1,127,0.49,3,68,1.25,8,166,3.76
8322,0,0.128,1.272,316,1245,3.09,51,2600,0.69,42,870,1.73,35,1271,1.72,12,1256,0.27,2,1218,0.13
9801,0,0.128,0.537,51,390,1.59,13,496,0.93,3,536,0.2,2,857,0.15,15,1842,0.23,2,1218,0.13
13534,0,0.128,0.958,115,3586,0.39,98,3406,1.02,10,2802,0.13,19,3919,0.3,256,2241,3.23,61,6959,0.68
27388,0,0.128,0.592,155,1590,1.19,74,2418,1.08,10,2802,0.13,41,3144,0.81,34,6201,0.15,13,5391,0.19
12813,0,0.128,2.34,4,14,3.48,4,44,3.21,6,44,4.89,1,115,0.54,1,221,0.13,3,131,1.79
21200,0,0.127,0.636,25,275,1.11,15,349,1.52,5,444,0.4,5,681,0.46,14,1947,0.2,2,1227,0.13
1013,0,0.127,0.558,33,299,1.35,9,529,0.6,5,548,0.33,8,725,0.69,9,1999,0.13,4,1205,0.26
2878,0,0.127,0.735,47,587,0.98,10,660,0.53,16,477,1.2,6,602,0.62,23,687,0.95,1,614,0.13
10824,0,0.127,0.576,23,187,1.5,4,315,0.45,4,399,0.36,1,490,0.13,14,581,0.68,3,691,0.34
32306,0,0.127,0.604,36,454,0.97,9,601,0.53,10,588,0.61,12,783,0.95,17,1096,0.44,2,1232,0.13
24418,0,0.126,1.911,14,303,0.56,2,406,0.17,2,571,0.13,5,524,0.59,44,127,9.79,3,1082,0.22
13811,0,0.126,0.653,36,837,0.52,25,738,1.2,6,646,0.33,7,709,0.61,20,502,1.13,1,622,0.13
14764,0,0.125,0.621,88,1053,1.02,5,1409,0.13,52,1699,1.1,10,2178,0.29,38,1616,0.66,16,2347,0.53
20834,0,0.125,0.82,36,489,0.9,12,524,0.81,13,389,1.2,1,498,0.13,32,552,1.64,2,617,0.25
24290,0,0.125,0.813,95,595,1.95,12,936,0.45,63,1367,1.65,16,2634,0.38,49,4285,0.32,5,3123,0.13
5960,0,0.125,0.499,51,456,1.36,9,557,0.57,7,848,0.3,6,1223,0.31,31,2644,0.33,3,1876,0.12
16577,0,0.125,0.439,6,124,0.59,4,124,1.14,1,242,0.15,2,285,0.44,3,679,0.12,1,404,0.19
10684,0,0.125,0.477,25,255,1.2,3,353,0.3,5,347,0.52,1,499,0.12,11,931,0.33,4,793,0.39
10602,0,0.125,0.812,27,178,1.85,1,283,0.12,10,393,0.91,6,503,0.74,10,797,0.35,12,1053,0.89
30541,0,0.124,0.551,48,598,0.98,10,861,0.41,13,897,0.52,11,1212,0.57,47,1871,0.71,3,1884,0.12
29830,0,0.124,0.455,17,159,1.3,3,198,0.53,1,289,0.12,1,399,0.16,4,764,0.15,4,676,0.46
11871,0,0.124,2.681,53,809,0.8,52,1241,1.48,1,289,0.12,19,573,2.07,13,44,8.35,59,1410,3.27
26921,0,0.124,0.567,11,130,1.03,9,234,1.36,2,453,0.16,4,755,0.33,36,2531,0.4,2,1260,0.12
28390,0,0.124,0.884,75,853,1.07,53,992,1.89,32,1067,1.08,8,1294,0.39,43,1602,0.76,2,1260,0.12
15284,0,0.124,2.469,527,6453,1.0,559,13561,1.46,8,2316,0.12,95,5451,1.09,214,712,8.49,586,17214,2.66
21004,0,0.124,0.646,59,552,1.3,15,763,0.69,9,1323,0.24,2,1006,0.12,76,1649,1.3,4,1496,0.21
1033,0,0.124,0.902,18,218,1.01,21,328,2.26,21,487,1.55,4,1386,0.18,45,4346,0.29,4,2525,0.12
17266,0,0.123,0.401,28,525,0.65,12,505,0.84,7,888,0.28,6,1062,0.35,14,2534,0.16,2,1265,0.12
629,0,0.123,1.128,13,132,1.2,14,209,2.37,1,291,0.12,9,366,1.53,7,598,0.33,8,514,1.22
15952,0,0.123,0.749,54,1113,0.59,17,1704,0.35,3,874,0.12,42,852,3.07,4,504,0.22,5,2901,0.13
28513,0,0.123,1.341,304,830,4.47,44,1935,0.8,28,589,1.7,7,1050,0.42,24,1274,0.53,2,1269,0.12
24161,0,0.123,1.132,7,251,0.34,1,287,0.12,3,292,0.37,36,433,5.18,5,316,0.45,4,926,0.34
14071,0,0.123,0.504,122,1424,1.04,28,1916,0.52,61,2647,0.83,19,4711,0.25,98,10592,0.26,9,5714,0.12
21968,0,0.123,0.605,29,424,0.83,37,764,1.71,4,1167,0.12,3,1273,0.15,70,2933,0.67,5,2789,0.14
14613,0,0.123,0.606,33,180,2.24,4,279,0.51,1,292,0.12,1,438,0.14,6,1048,0.16,4,672,0.46
2208,0,0.123,0.583,175,1535,1.39,21,2048,0.36,74,2770,0.96,22,3485,0.39,86,8943,0.27,9,5728,0.12
29313,0,0.123,0.739,9,170,0.65,2,193,0.37,9,294,1.1,6,331,1.13,16,421,1.07,1,637,0.12
3705,0,0.122,0.513,15,104,1.76,2,146,0.48,2,256,0.28,1,512,0.12,6,580,0.29,1,549,0.14
12880,0,0.121,1.67,4,214,0.23,1,291,0.12,8,244,1.18,6,263,1.42,39,178,6.19,2,177,0.88
23101,0,0.121,1.148,4,54,0.9,4,89,1.59,4,130,1.1,6,226,1.65,2,466,0.12,6,308,1.52
614,0,0.121,0.449,31,517,0.73,14,574,0.86,3,892,0.12,4,1046,0.24,21,2541,0.23,11,1687,0.51
18450,0,0.12,0.484,107,1142,1.14,24,1486,0.57,25,1763,0.51,6,3105,0.12,74,7645,0.27,18,4873,0.29
12228,0,0.12,0.439,75,1185,0.77,15,1374,0.39,12,1515,0.28,17,1623,0.65,43,2893,0.42,4,2597,0.12
4925,0,0.12,1.353,11,130,1.03,18,133,4.78,1,137,0.26,1,518,0.12,4,748,0.15,15,661,1.77
27907,0,0.119,0.735,23,238,1.18,6,319,0.66,13,389,1.2,6,504,0.74,4,946,0.12,6,922,0.51
9822,0,0.119,0.545,71,974,0.89,33,1184,0.98,28,2507,0.4,18,3139,0.36,131,7102,0.52,9,5885,0.12
31802,0,0.119,0.569,28,339,1.01,9,546,0.58,14,688,0.73,9,780,0.72,16,1745,0.26,2,1309,0.12
4135,0,0.119,1.152,3,153,0.24,1,263,0.13,14,304,1.65,1,270,0.23,31,193,4.54,1,656,0.12
9627,0,0.119,0.593,20,196,1.24,3,256,0.41,10,324,1.11,2,372,0.33,10,826,0.34,1,657,0.12
14380,0,0.119,0.438,121,1829,0.81,80,2695,1.05,12,3622,0.12,15,3979,0.23,103,12309,0.24,18,7794,0.18
14122,0,0.118,0.319,8,626,0.16,15,829,0.64,16,1142,0.5,6,1040,0.36,2,478,0.12,2,1128,0.14
12525,0,0.118,0.635,53,810,0.8,26,705,1.3,4,414,0.35,1,527,0.12,13,346,1.06,1,427,0.18
9432,0,0.118,2.079,229,2653,1.05,173,3688,1.66,3,913,0.12,31,1257,1.54,4,30,3.77,60,1078,4.35
13082,0,0.117,0.945,1,104,0.12,6,170,1.25,2,153,0.47,2,140,0.89,8,82,2.76,1,405,0.19
8079,0,0.117,0.469,18,239,0.92,1,303,0.12,4,448,0.32,3,515,0.36,19,921,0.58,6,912,0.51
8788,0,0.116,2.132,6,347,0.21,2,400,0.18,11,497,0.79,16,606,1.64,76,218,9.85,2,1342,0.12
18370,0,0.116,0.598,30,235,1.56,11,449,0.87,6,591,0.36,3,707,0.26,31,2081,0.42,2,1347,0.12
27290,0,0.116,1.31,136,1657,1.0,72,2317,1.1,35,1420,0.88,3,1613,0.12,133,1429,2.63,50,1829,2.13
17950,0,0.116,0.463,8,99,0.99,1,160,0.22,2,270,0.27,4,357,0.7,11,628,0.49,1,675,0.12
23576,0,0.116,0.625,69,632,1.33,34,928,1.29,6,1274,0.17,4,1253,0.2,64,2807,0.64,3,2027,0.12
14668,0,0.116,0.584,44,612,0.88,20,858,0.82,10,803,0.45,16,1100,0.91,20,1685,0.34,2,1352,0.12
11154,0,0.115,0.667,57,394,1.76,16,572,0.99,8,590,0.49,6,902,0.41,16,1904,0.24,2,1353,0.12
26780,0,0.115,0.616,9,202,0.54,19,267,2.51,3,417,0.26,1,528,0.12,5,959,0.15,1,677,0.12
4172,0,0.115,0.443,43,955,0.55,36,1285,0.99,4,1246,0.12,8,1301,0.38,16,1831,0.25,10,2092,0.37
5310,0,0.115,2.789,25,378,0.81,16,925,0.61,6,533,0.4,1,542,0.11,13,31,11.85,17,450,2.95
1099,0,0.115,0.928,35,815,0.52,12,1069,0.4,1,312,0.11,6,386,0.97,14,144,2.75,4,383,0.82
21857,0,0.115,0.634,22,198,1.35,3,343,0.31,1,312,0.11,8,454,1.1,10,865,0.33,6,783,0.6
16897,0,0.115,1.023,71,837,1.03,34,1012,1.19,32,622,1.84,7,846,0.52,38,745,1.44,1,680,0.11
20045,0,0.115,0.498,80,1180,0.83,51,1667,1.08,6,1878,0.11,13,2417,0.33,37,3238,0.32,12,3012,0.31
359,0,0.114,0.791,23,436,0.64,3,454,0.23,1,314,0.11,4,641,0.39,14,278,1.42,28,1125,1.94
