feature,excl_in_n_genes,min_enr,mean_enr,COL4A1_n_in,COL4A1_n_out,COL4A1_enr,COL4A2_n_in,COL4A2_n_out,COL4A2_enr,COL4A3_n_in,COL4A3_n_out,COL4A3_enr,COL4A4_n_in,COL4A4_n_out,COL4A4_enr,COL4A5_n_in,COL4A5_n_out,COL4A5_enr,COL4A6_n_in,COL4A6_n_out,COL4A6_enr
17600,0,3.193,6.326,11,42,3.19,10,75,4.71,14,61,8.23,7,60,7.27,9,53,4.8,10,80,9.76
28227,0,3.179,5.079,177,579,3.73,65,722,3.18,112,722,5.56,67,1030,4.05,102,874,3.3,104,762,10.66
32225,0,3.158,5.699,122,471,3.16,46,463,3.51,80,450,6.37,64,495,8.05,92,594,4.38,41,367,8.72
19167,0,3.153,8.578,15,58,3.15,15,56,9.46,12,67,6.42,13,61,13.27,12,34,9.97,10,85,9.19
5065,0,3.148,7.749,33,125,3.22,23,258,3.15,21,117,6.43,25,138,11.28,23,67,9.7,28,172,12.71
23136,0,3.14,15.274,21,12,21.34,17,46,13.05,17,14,43.53,6,119,3.14,21,127,4.67,14,185,5.91
23995,0,3.14,7.617,5,9,6.77,6,14,15.13,3,19,5.66,3,17,10.99,2,18,3.14,2,39,4.0
22385,0,3.14,9.928,10,32,3.81,8,27,10.46,8,47,6.1,10,26,23.96,12,108,3.14,11,71,12.1
30341,0,3.139,4.729,365,1418,3.14,148,1608,3.25,130,1161,4.01,93,1618,3.58,184,1258,4.13,134,1020,10.26
12935,0,3.13,14.031,65,76,10.43,39,56,24.59,57,102,20.03,33,247,8.32,34,307,3.13,53,234,17.68
16251,0,3.119,4.857,22,86,3.12,15,154,3.44,16,146,3.93,11,106,6.46,16,139,3.25,19,166,8.94
6996,0,3.114,8.076,6,15,4.88,3,14,7.57,6,10,21.51,1,20,3.11,4,21,5.38,2,26,6.01
6957,0,3.08,6.888,25,88,3.46,25,138,6.4,23,116,7.11,29,135,13.38,17,156,3.08,26,257,7.9
3075,0,3.072,11.901,24,28,10.45,35,49,25.22,12,44,9.78,13,87,9.31,25,230,3.07,28,161,13.58
991,0,3.048,5.914,17,68,3.05,13,120,3.83,17,81,7.52,9,94,5.96,16,75,6.03,12,103,9.1
31949,0,3.048,8.431,2,8,3.05,4,10,14.12,2,9,7.97,2,11,11.32,5,13,10.87,1,24,3.25
23036,0,3.048,12.899,16,28,6.97,7,23,10.75,15,24,22.41,10,34,18.32,11,102,3.05,11,54,15.9
9256,0,3.021,7.953,28,113,3.02,7,31,7.97,23,56,14.72,14,106,8.23,25,226,3.13,21,154,10.65
209,0,3.011,9.383,8,30,3.25,11,28,13.87,8,35,8.19,5,27,11.53,13,122,3.01,8,38,16.44
24337,0,2.982,7.106,48,164,3.57,13,115,3.99,14,145,3.46,12,116,6.44,21,199,2.98,27,95,22.19
25810,0,2.946,14.987,43,178,2.95,17,96,6.25,25,68,13.18,13,60,13.49,26,102,7.2,18,30,46.85
25280,0,2.936,8.601,17,17,12.19,9,24,13.24,6,36,5.98,4,40,6.23,8,77,2.94,13,92,11.03
3741,0,2.931,8.211,50,208,2.93,36,203,6.26,48,179,9.61,23,181,7.91,35,121,8.17,37,201,14.37
16163,0,2.918,9.591,82,236,4.24,108,287,13.29,102,456,8.02,110,499,13.73,105,1017,2.92,105,534,15.35
22622,0,2.913,10.332,15,31,5.9,9,23,13.82,16,41,13.99,6,58,6.44,10,97,2.91,16,66,18.93
32513,0,2.912,8.847,16,67,2.91,12,85,4.98,18,60,10.76,14,53,16.45,14,58,6.82,13,91,11.15
9134,0,2.91,5.623,165,616,3.27,59,433,4.81,71,524,4.86,55,630,5.44,90,874,2.91,82,514,12.46
8724,0,2.903,5.507,5,21,2.9,2,19,3.72,2,18,3.98,2,13,9.58,3,16,5.3,3,31,7.56
7798,0,2.903,15.569,5,21,2.9,13,53,8.66,13,19,24.53,7,16,27.25,7,15,13.19,8,37,16.88
12350,0,2.903,9.662,15,63,2.9,11,80,4.86,10,47,7.63,12,62,12.05,17,52,9.24,18,66,21.29
16698,0,2.902,9.651,26,39,8.13,22,47,16.53,12,52,8.27,16,97,10.27,23,224,2.9,26,172,11.8
10129,0,2.898,41.334,6,4,18.29,11,3,129.47,4,2,71.7,3,12,15.57,4,39,2.9,4,31,10.07
6241,0,2.898,9.479,8,12,8.13,6,17,12.46,2,22,3.26,2,7,17.8,4,39,2.9,3,19,12.33
31619,0,2.869,7.886,8,34,2.87,5,56,3.15,7,29,8.65,5,28,11.12,6,19,8.92,5,31,12.59
20278,0,2.854,8.023,77,329,2.85,74,540,4.84,64,316,7.26,66,297,13.84,77,278,7.83,64,434,11.51
21812,0,2.836,5.562,10,43,2.84,8,88,3.21,6,33,6.52,2,33,3.77,6,21,8.07,7,61,8.96
31227,0,2.827,4.073,32,138,2.83,11,111,3.5,14,87,5.77,8,155,3.21,24,156,4.35,9,147,4.78
27182,0,2.814,7.865,6,26,2.81,3,29,3.65,5,27,6.64,3,52,3.59,4,16,7.06,12,40,23.42
1002,0,2.814,7.275,6,26,2.81,10,73,4.84,7,47,5.34,5,43,7.24,5,13,10.87,9,56,12.55
12165,0,2.812,26.102,14,2,85.35,7,21,11.77,4,51,2.81,16,37,26.93,14,40,9.89,15,59,19.85
25930,0,2.801,5.56,17,74,2.8,15,127,4.17,11,70,5.63,8,83,6.0,12,115,2.95,13,86,11.8
3952,0,2.794,10.823,11,48,2.79,7,46,5.37,6,50,4.3,4,24,10.38,3,15,5.65,7,15,36.44
31914,0,2.793,7.601,19,56,4.14,17,78,7.7,13,82,5.68,17,76,13.93,17,172,2.79,23,158,11.37
28889,0,2.78,6.472,60,166,4.41,25,143,6.17,48,183,9.4,46,345,8.3,42,427,2.78,36,362,7.76
22076,0,2.774,5.733,16,44,4.43,16,45,12.55,10,81,4.43,12,146,5.12,16,163,2.77,12,184,5.09
17878,0,2.771,8.736,10,44,2.77,8,79,3.58,8,39,7.35,10,43,14.48,9,23,11.06,14,83,13.17
7921,0,2.769,4.994,32,136,2.87,38,253,5.3,24,197,4.37,22,164,8.36,34,347,2.77,28,347,6.3
23907,0,2.756,8.207,59,261,2.76,29,291,3.52,33,228,5.19,22,218,6.29,44,110,11.3,53,205,20.19
18807,0,2.748,7.091,16,71,2.75,21,108,6.87,8,88,3.26,14,81,10.77,12,72,4.71,16,88,14.2
8134,0,2.743,5.888,27,120,2.74,32,208,5.43,25,152,5.9,21,166,7.88,34,153,6.28,18,198,7.1
26198,0,2.735,10.29,8,8,12.19,4,10,14.12,5,12,14.94,2,16,7.79,3,31,2.73,6,47,9.97
7575,0,2.716,8.333,139,449,3.77,25,325,2.72,37,182,7.29,31,409,4.72,224,251,25.22,16,199,6.28
27750,0,2.716,12.281,36,123,3.57,12,156,2.72,78,103,27.15,23,123,11.65,68,78,24.64,3,59,3.97
18222,0,2.71,15.202,10,45,2.71,16,51,11.08,14,16,31.37,13,34,23.81,11,21,14.8,6,63,7.44
8667,0,2.703,8.909,22,26,10.32,16,86,6.57,27,89,10.88,39,128,18.98,11,115,2.7,24,467,4.01
6991,0,2.691,12.318,10,41,2.97,15,20,26.48,13,49,9.51,10,65,9.58,6,63,2.69,18,62,22.67
27230,0,2.691,8.382,11,38,3.53,15,39,13.58,6,26,8.27,5,25,12.46,6,63,2.69,6,48,9.76
29711,0,2.667,3.743,35,160,2.67,18,184,3.45,22,187,4.22,11,243,2.82,32,280,3.23,22,283,6.07
3432,0,2.667,7.124,60,113,6.47,64,218,10.37,51,215,8.5,42,349,7.5,67,710,2.67,61,658,7.24
1890,0,2.663,5.737,15,47,3.89,16,71,7.96,14,83,6.05,10,67,9.3,18,191,2.66,11,188,4.57
8391,1,2.66,208.769,14,0,1000.0,12,2,211.86,9,18,17.93,4,45,5.54,8,85,2.66,12,64,14.64
17557,0,2.654,6.935,442,1263,4.27,255,1357,6.64,108,1103,3.51,66,1549,2.65,245,1351,5.12,282,1134,19.42
24209,0,2.649,12.423,6,14,5.23,8,11,25.68,3,11,9.78,1,7,8.9,3,32,2.65,8,28,22.31
32694,0,2.636,5.942,83,384,2.64,64,668,3.38,67,464,5.18,52,383,8.46,90,335,7.59,60,557,8.41
22868,0,2.635,53.409,244,301,9.88,5,67,2.64,115,137,30.09,161,57,175.92,42,167,7.11,187,154,94.81
30461,0,2.632,5.988,20,47,5.19,16,57,9.91,17,141,4.32,15,126,7.41,19,204,2.63,22,266,6.46
1572,0,2.621,109.766,28,1,341.41,45,7,226.99,12,6,71.7,9,113,4.96,23,248,2.62,32,229,10.91
26495,0,2.6,9.661,157,369,5.19,126,351,12.68,81,469,6.19,75,596,7.84,53,576,2.6,141,469,23.47
26857,0,2.595,7.855,27,38,8.66,32,85,13.29,14,67,7.49,6,144,2.6,22,200,3.11,29,189,11.98
6998,0,2.587,4.452,19,88,2.63,12,129,3.28,25,150,5.98,16,174,5.73,13,142,2.59,18,216,6.51
5039,0,2.587,12.575,81,101,9.78,76,155,17.31,89,208,15.34,74,268,17.2,79,863,2.59,91,537,13.23
24123,0,2.581,4.371,66,154,5.23,35,250,4.94,40,301,4.76,28,401,4.35,61,668,2.58,37,662,4.36
20400,0,2.558,10.683,52,102,6.22,63,123,18.09,50,127,14.11,32,179,11.13,42,464,2.56,47,306,11.99
29915,0,2.54,7.408,15,72,2.54,17,106,5.66,17,88,6.93,22,99,13.84,20,81,6.98,11,101,8.5
6012,0,2.519,7.0,50,242,2.52,47,282,5.88,61,319,6.86,57,339,10.47,63,585,3.04,52,307,13.22
3770,0,2.495,4.159,98,479,2.49,65,624,3.68,70,684,3.67,53,632,5.22,97,913,3.0,69,782,6.89
18317,0,2.486,25.697,65,26,30.48,66,48,48.55,48,39,44.12,51,188,16.9,63,716,2.49,68,456,11.64
32010,0,2.468,10.879,50,140,4.35,59,160,13.02,43,109,14.14,54,194,17.34,40,458,2.47,52,291,13.95
26289,0,2.457,6.423,16,41,4.76,9,58,5.48,14,63,7.97,11,51,13.43,14,161,2.46,7,123,4.44
15597,0,2.439,5.023,14,70,2.44,8,91,3.1,9,64,5.04,8,59,8.45,10,37,7.64,4,90,3.47
2950,0,2.43,5.059,95,465,2.49,30,436,2.43,36,356,3.63,26,277,5.85,74,270,7.75,38,361,8.22
15084,0,2.379,8.339,96,492,2.38,128,582,7.77,168,655,9.2,92,460,12.46,101,449,6.36,75,493,11.88
13286,0,2.375,6.504,15,77,2.38,15,85,6.23,15,65,8.27,14,77,11.32,8,88,2.57,13,123,8.25
30833,0,2.371,4.919,14,72,2.37,9,108,2.94,7,55,4.56,7,63,6.92,17,108,4.45,9,85,8.27
0,0,2.368,5.048,81,417,2.37,80,765,3.69,51,587,3.11,72,569,7.88,98,509,5.44,91,912,7.79
30980,0,2.365,6.08,96,495,2.36,105,493,7.52,116,471,8.83,83,570,9.07,78,736,2.99,58,794,5.7
9151,0,2.355,17.714,10,12,10.16,13,13,35.31,3,20,5.38,5,34,9.16,4,48,2.35,9,16,43.92
21852,0,2.355,5.464,1,5,2.44,1,9,3.92,3,11,9.78,1,8,7.79,2,24,2.35,1,12,6.51
12773,0,2.355,5.737,12,38,3.85,7,43,5.75,13,64,7.28,9,70,8.01,10,120,2.35,8,87,7.18
12661,0,2.348,5.865,448,1400,3.9,171,1356,4.45,144,1223,4.22,61,1618,2.35,220,1291,4.82,221,1117,15.45
12688,0,2.341,4.281,31,146,2.59,12,181,2.34,22,146,5.4,12,142,5.26,27,153,4.99,13,199,5.1
11343,0,2.336,4.088,32,167,2.34,22,218,3.56,15,156,3.45,17,199,5.32,28,178,4.45,12,173,5.42
25052,0,2.326,6.156,33,173,2.33,14,165,3.0,13,86,5.42,15,99,9.44,14,127,3.12,18,103,13.64
15454,0,2.325,5.157,30,144,2.54,36,120,10.59,26,188,4.96,22,289,4.74,32,389,2.32,32,432,5.78
1692,0,2.319,5.284,101,267,4.61,51,356,5.06,54,273,7.09,22,490,2.8,49,597,2.32,56,445,9.83
31238,0,2.317,3.841,122,597,2.49,60,412,5.14,81,542,5.36,53,960,3.44,92,1122,2.32,60,1090,4.3
22580,0,2.315,5.435,72,272,3.23,16,244,2.32,31,154,7.22,20,208,5.99,42,329,3.61,26,198,10.25
5569,0,2.313,3.731,19,52,4.46,17,108,5.56,8,124,2.31,7,130,3.35,20,173,3.27,13,295,3.44
15551,0,2.307,6.202,7,37,2.31,8,43,6.57,5,46,3.9,2,36,3.46,6,38,4.46,11,52,16.52
29699,0,2.301,9.155,10,53,2.3,12,80,5.3,6,43,5.0,8,40,12.46,9,29,8.77,10,37,21.1
17112,0,2.3,7.421,37,87,5.19,22,80,9.71,54,134,14.45,16,111,8.98,28,344,2.3,6,120,3.9
3638,0,2.291,8.901,14,20,8.54,3,42,2.52,11,35,11.27,9,35,16.02,6,74,2.29,9,55,12.78
12934,0,2.281,38.115,290,62,57.03,56,37,53.44,8,82,3.5,50,198,15.73,31,384,2.28,327,264,96.71
22045,0,2.271,20.446,13,7,22.64,16,11,51.36,6,15,14.34,6,29,12.89,9,112,2.27,14,57,19.18
30250,0,2.264,8.021,67,235,3.48,48,197,8.6,59,206,10.27,60,303,12.33,29,362,2.26,55,384,11.18
7425,0,2.262,24.227,123,663,2.26,218,1283,6.0,29,140,7.43,68,45,94.12,2,12,4.71,467,1182,30.85
27769,0,2.261,6.641,5,16,3.81,8,15,18.83,2,23,3.12,2,22,5.66,4,50,2.26,3,38,6.16
5845,0,2.244,7.053,40,72,6.77,26,97,9.46,33,120,9.86,20,159,7.83,32,403,2.24,24,305,6.14
14732,0,2.242,7.204,16,87,2.24,32,85,13.29,18,96,6.72,19,125,9.47,17,126,3.81,13,132,7.69
22427,0,2.224,6.502,54,296,2.22,35,236,5.24,71,330,7.71,31,252,7.66,56,290,5.46,35,255,10.72
19850,0,2.223,4.967,15,47,3.89,14,70,7.06,13,99,4.71,14,119,7.33,14,178,2.22,10,170,4.59
11452,0,2.217,6.173,4,22,2.22,4,23,6.14,3,19,5.66,1,18,3.46,2,20,2.83,3,14,16.73
31451,0,2.217,8.648,2,11,2.22,2,14,5.04,3,15,7.17,4,10,24.91,2,16,3.53,3,26,9.01
28457,0,2.208,18.407,10,15,8.13,7,12,20.6,6,4,53.78,5,27,11.53,5,64,2.21,6,33,14.2
8361,0,2.198,5.84,121,510,2.89,82,551,5.25,115,642,6.42,100,747,8.34,90,1157,2.2,108,849,9.93
15703,0,2.18,4.7,3001,12796,2.86,1644,13826,4.2,816,13418,2.18,881,21087,2.6,2184,13245,4.66,1504,10038,11.7
17380,0,2.178,3.969,287,1607,2.18,152,1920,2.8,115,802,5.14,57,1206,2.94,150,1054,4.02,93,1078,6.74
23447,0,2.174,12.172,2,3,8.13,2,2,35.31,2,6,11.95,1,18,3.46,2,26,2.17,2,13,12.01
15356,0,2.174,8.895,11,12,11.18,7,37,6.68,4,19,7.55,5,36,8.65,4,52,2.17,9,41,17.14
25934,0,2.159,4.719,17,96,2.16,10,104,3.4,18,120,5.38,7,93,4.69,18,87,5.85,10,114,6.85
19982,0,2.146,7.952,23,50,5.61,22,65,11.95,14,75,6.69,17,73,14.5,12,158,2.15,13,149,6.81
17423,0,2.131,4.961,51,287,2.17,21,348,2.13,16,176,3.26,17,168,6.3,15,86,4.93,18,128,10.98
5799,0,2.127,4.409,45,258,2.13,23,235,3.46,53,292,6.51,20,255,4.89,39,294,3.75,19,259,5.73
3110,0,2.125,5.021,232,1331,2.13,144,1675,3.04,174,1243,5.02,138,1733,4.96,271,1323,5.79,151,1282,9.2
17033,0,2.109,7.359,4,13,3.75,1,15,2.35,1,17,2.11,1,13,4.79,4,9,12.56,5,21,18.59
22572,0,2.093,5.931,5,27,2.26,5,41,4.31,2,15,4.78,5,21,14.83,2,27,2.09,3,32,7.32
31585,0,2.09,4.105,113,617,2.23,79,861,3.24,62,619,3.59,75,767,6.09,67,906,2.09,81,856,7.39
24108,0,2.085,13.684,38,65,7.13,32,109,10.37,24,31,27.76,8,239,2.08,26,40,18.37,25,119,16.4
31521,0,2.083,5.755,42,130,3.94,41,146,9.92,41,202,7.28,22,277,4.95,37,502,2.08,31,380,6.37
25849,0,2.077,7.021,11,38,3.53,6,102,2.08,9,38,8.49,8,34,14.66,6,26,6.52,5,57,6.85
4009,0,2.052,6.681,277,1646,2.05,264,2324,4.01,227,1367,5.95,247,1462,10.52,246,1178,5.9,286,1917,11.65
27013,0,2.051,3.027,20,85,2.87,11,158,2.46,16,159,3.61,10,167,3.73,9,124,2.05,11,249,3.45
26081,0,2.049,7.245,6,15,4.88,3,34,3.12,2,35,2.05,5,34,9.16,3,13,6.52,5,22,17.75
12622,0,2.049,4.381,5,21,2.9,4,37,3.82,2,35,2.05,4,28,8.9,5,45,3.14,4,57,5.48
21390,0,2.048,4.98,4,5,9.75,3,26,4.07,3,15,7.17,2,47,2.65,5,69,2.05,3,56,4.18
14442,0,2.038,9.95,14,10,17.07,9,20,15.89,5,27,6.64,10,75,8.3,15,208,2.04,13,104,9.76
29757,0,2.037,9.223,21,45,5.69,16,42,13.45,8,36,7.97,13,69,11.73,16,222,2.04,25,135,14.46
25466,0,2.032,4.29,23,138,2.03,16,204,2.77,11,148,2.66,9,142,3.95,17,100,4.8,20,164,9.52
18402,0,2.032,7.256,13,78,2.03,8,64,4.41,21,79,9.53,11,63,10.87,16,70,6.46,11,84,10.22
16857,0,2.032,9.948,11,66,2.03,7,82,3.01,7,46,5.46,11,32,21.41,12,45,7.54,14,54,20.24
31262,0,2.019,14.124,12,13,11.26,11,11,35.31,4,22,6.52,8,22,22.65,6,84,2.02,6,67,6.99
26959,0,2.018,4.467,91,383,2.9,24,333,2.54,36,324,3.98,14,432,2.02,54,491,3.11,43,274,12.25
16115,0,2.014,4.586,183,1108,2.01,75,979,2.7,84,644,4.68,34,386,5.49,87,339,7.25,48,696,5.38
658,0,2.003,7.434,22,41,6.54,21,56,13.24,15,108,4.98,13,81,10.0,19,268,2.0,25,249,7.84
31685,0,2.003,2.935,53,294,2.2,16,282,2.0,16,242,2.37,12,312,2.4,34,289,3.32,19,279,5.32
1455,0,2.0,5.34,82,500,2.0,69,684,3.56,84,600,5.02,66,572,7.19,107,502,6.02,71,672,8.25
32249,0,1.995,3.501,48,190,3.08,15,236,2.24,14,177,2.84,9,281,1.99,26,299,2.46,20,186,8.4
22495,0,1.992,22.536,8,11,8.87,10,14,25.22,1,18,1.99,6,8,46.71,3,18,4.71,22,36,47.71
28578,0,1.986,4.051,1797,6701,3.27,803,6490,4.37,504,9100,1.99,558,11337,3.07,1265,8757,4.08,890,9224,7.53
22172,0,1.977,5.359,12,74,1.98,8,77,3.67,9,75,4.3,5,44,7.08,11,67,4.64,9,67,10.49
10917,0,1.972,5.85,103,562,2.23,134,760,6.23,65,517,4.51,98,577,10.58,75,1075,1.97,109,888,9.58
2143,0,1.971,6.85,34,131,3.16,12,215,1.97,14,133,3.77,21,137,9.55,30,72,11.77,22,158,10.87
22757,0,1.971,3.849,16,99,1.97,18,136,4.67,22,216,3.65,20,165,7.55,18,208,2.45,19,529,2.8
5399,0,1.967,6.944,5,31,1.97,6,67,3.16,8,32,8.96,4,26,9.58,8,26,8.7,5,42,9.3
17653,0,1.961,7.601,42,118,4.34,41,122,11.87,24,111,7.75,26,221,7.33,17,245,1.96,38,240,12.36
5898,0,1.959,5.442,16,25,7.8,3,37,2.86,7,38,6.6,5,52,5.99,7,101,1.96,8,84,7.44
17197,0,1.953,4.489,74,239,3.78,76,425,6.31,67,492,4.88,56,772,4.52,92,1331,1.95,68,967,5.49
20952,0,1.951,4.122,4,25,1.95,7,66,3.74,5,39,4.6,3,22,8.49,3,32,2.65,3,71,3.3
29308,0,1.944,3.171,11,69,1.94,13,132,3.48,10,91,3.94,5,98,3.18,7,101,1.96,8,138,4.53
673,0,1.942,3.56,147,923,1.94,88,1307,2.38,97,1104,3.15,82,1168,4.37,120,852,3.98,103,1452,5.54
10851,0,1.93,5.248,44,240,2.24,51,268,6.72,30,236,4.56,27,355,4.74,31,454,1.93,63,435,11.31
15719,0,1.925,6.175,3,19,1.93,2,16,4.41,1,12,2.99,2,13,9.58,1,5,5.65,4,25,12.49
6291,0,1.92,17.901,130,774,2.05,23,423,1.92,46,113,14.59,9,7,80.08,69,976,2.0,15,173,6.77
13314,0,1.905,4.211,261,1671,1.9,148,1695,3.08,245,1670,5.26,131,1651,4.94,241,1666,4.09,125,1630,5.99
7380,0,1.904,5.529,3,14,2.61,2,5,14.12,2,19,3.77,2,15,8.3,4,46,2.46,1,41,1.9
26680,0,1.903,7.929,18,77,2.85,15,70,7.57,31,59,18.84,9,73,7.68,13,193,1.9,16,143,8.74
20503,0,1.892,14.466,25,78,3.91,6,112,1.89,23,20,41.23,1,28,2.22,11,9,34.54,2,52,3.0
30867,0,1.887,6.391,3,10,3.66,4,16,8.83,1,19,1.89,3,22,8.49,3,22,3.85,7,47,11.63
19959,0,1.887,3.879,4,15,3.25,3,16,6.62,1,19,1.89,2,28,4.45,5,67,2.11,4,63,4.96
16723,0,1.884,9.559,12,19,7.7,7,17,14.54,14,44,11.41,12,96,7.79,7,105,1.88,16,89,14.04
15898,0,1.884,7.809,4,14,3.48,7,25,9.89,5,22,8.15,10,35,17.8,8,120,1.88,5,69,5.66
22154,0,1.884,8.532,6,9,8.13,4,30,4.71,5,12,14.94,2,12,10.38,1,15,1.88,3,21,11.15
25894,0,1.879,4.647,448,2566,2.13,177,2065,3.03,188,3587,1.88,300,7466,2.5,340,2102,4.57,490,2777,13.78
10243,0,1.877,6.291,74,450,2.01,37,696,1.88,173,641,9.68,98,657,9.29,110,571,5.44,89,735,9.45
10633,0,1.876,12.737,4,26,1.88,5,37,4.77,11,23,17.15,12,26,28.75,5,13,10.87,4,24,13.01
28714,0,1.838,6.519,13,24,6.6,8,43,6.57,5,33,5.43,7,44,9.91,8,123,1.84,11,98,8.76
22449,0,1.829,7.249,24,160,1.83,24,193,4.39,16,131,4.38,25,122,12.76,35,161,6.14,31,173,13.99
14341,0,1.828,3.165,228,1521,1.83,147,2306,2.25,53,673,2.82,67,1230,3.39,42,495,2.4,104,1289,6.3
15680,0,1.824,5.774,228,1524,1.82,194,1729,3.96,208,1284,5.81,218,1348,10.07,213,1564,3.85,227,1941,9.13
21193,0,1.823,4.418,29,194,1.82,12,132,3.21,9,101,3.19,7,93,4.69,19,115,4.67,12,105,8.92
3813,0,1.822,7.223,13,87,1.82,10,144,2.45,13,84,5.55,12,92,8.12,13,37,9.93,20,101,15.46
21164,0,1.816,4.768,12,47,3.11,19,56,11.98,5,74,2.42,5,141,2.21,16,249,1.82,23,254,7.07
19346,0,1.806,3.267,4,27,1.81,4,22,6.42,3,32,3.36,1,23,2.71,1,9,3.14,1,36,2.17
31050,0,1.806,8.42,4,27,1.81,9,34,9.35,3,17,6.33,4,15,16.61,2,8,7.06,3,25,9.37
11310,0,1.8,38.125,41,35,14.28,26,63,14.57,36,28,46.09,28,18,96.89,10,157,1.8,60,85,55.11
509,0,1.799,4.293,58,262,2.7,22,234,3.32,17,266,2.29,8,277,1.8,41,282,4.11,30,203,11.54
14120,0,1.798,4.381,87,590,1.8,81,672,4.26,38,522,2.61,72,627,7.15,65,822,2.23,85,806,8.23
18955,0,1.793,7.811,10,68,1.79,11,165,2.35,9,39,8.27,11,50,13.7,7,22,8.99,14,93,11.75
13535,0,1.786,5.449,58,396,1.79,38,321,4.18,75,378,7.11,15,314,2.98,62,241,7.27,33,275,9.37
21384,0,1.785,6.585,18,47,4.67,16,61,9.26,19,77,8.85,15,90,10.38,12,190,1.78,11,188,4.57
21804,0,1.784,8.738,6,41,1.78,9,69,4.61,6,36,5.98,6,33,11.32,7,20,9.89,7,29,18.85
14882,0,1.781,4.489,13,89,1.78,16,88,6.42,13,99,4.71,15,132,7.08,13,116,3.17,12,248,3.78
29013,0,1.78,7.881,20,137,1.78,19,180,3.73,13,115,4.05,27,111,15.15,29,114,7.19,27,137,15.39
8590,0,1.78,12.749,17,19,10.91,31,52,21.05,7,23,10.91,1,35,1.78,19,31,17.32,8,43,14.53
30113,0,1.775,3.797,38,261,1.78,24,403,2.1,27,257,3.77,22,311,4.41,45,369,3.45,32,343,7.28
15813,0,1.77,3.543,36,248,1.77,8,112,2.52,17,226,2.7,15,226,4.13,29,218,3.76,12,147,6.37
13462,0,1.766,4.707,3,10,3.66,1,17,2.08,1,11,3.26,2,12,10.38,1,16,1.77,1,11,7.1
2546,0,1.766,6.072,80,294,3.32,55,332,5.85,13,235,1.98,53,257,12.84,15,240,1.77,110,805,10.67
663,0,1.765,6.812,6,9,8.13,1,20,1.77,5,19,9.43,3,18,10.38,4,29,3.9,4,43,7.26
26253,0,1.762,2.902,71,272,3.18,35,390,3.17,46,454,3.63,29,579,3.12,57,914,1.76,30,921,2.54
21954,0,1.762,3.592,74,512,1.76,37,536,2.44,27,412,2.35,21,348,3.76,72,530,3.84,50,527,7.41
19016,0,1.758,4.289,18,43,5.1,17,78,7.7,8,113,2.54,11,150,4.57,13,209,1.76,12,230,4.07
24711,0,1.752,7.466,25,174,1.75,25,134,6.59,55,176,11.2,49,235,12.99,22,289,2.15,25,193,10.11
25921,0,1.746,2.783,320,2050,1.9,141,2851,1.75,118,1890,2.24,112,3266,2.14,241,2146,3.17,143,2030,5.5
4762,0,1.742,2.96,49,328,1.82,26,527,1.74,21,365,2.06,24,351,4.26,43,340,3.57,28,508,4.3
2575,0,1.742,4.506,3,21,1.74,6,37,5.73,4,34,4.22,5,35,8.9,6,82,2.07,5,89,4.39
19619,0,1.742,4.717,12,84,1.74,6,71,2.98,8,41,7.0,3,60,3.11,8,61,3.71,6,48,9.76
7498,0,1.742,11.592,1,7,1.74,1,7,5.04,1,9,3.98,2,6,20.76,1,1,28.26,1,8,9.76
20693,0,1.741,17.127,242,225,13.11,287,327,30.99,446,958,16.69,416,1265,20.48,269,4366,1.74,328,1297,19.75
5293,0,1.731,4.152,121,572,2.58,55,535,3.63,24,497,1.73,52,734,4.41,121,673,5.08,96,1002,7.48
19892,0,1.728,6.189,16,53,3.68,7,143,1.73,11,58,6.8,10,65,9.58,13,45,8.16,8,87,7.18
20886,0,1.726,5.056,23,76,3.69,25,131,6.74,18,103,6.27,11,154,4.45,24,393,1.73,22,230,7.47
23667,0,1.714,6.394,22,82,3.27,5,103,1.71,30,59,18.23,5,82,3.8,29,158,5.19,6,76,6.16
14468,0,1.713,2.315,10,46,2.65,3,61,1.74,5,68,2.64,3,55,3.4,4,66,1.71,2,89,1.75
11183,0,1.713,3.25,14,48,3.56,9,83,3.83,7,76,3.3,4,84,2.97,8,132,1.71,9,170,4.13
18437,0,1.707,3.786,5,21,2.9,2,25,2.82,1,21,1.71,2,18,6.92,1,12,2.35,2,26,6.01
9954,0,1.699,6.113,52,114,5.56,40,130,10.86,49,201,8.74,47,581,5.04,41,682,1.7,43,703,4.78
9091,0,1.689,6.17,23,166,1.69,30,351,3.02,9,124,2.6,10,140,4.45,15,49,8.65,30,141,16.61
24476,0,1.688,2.974,3273,19380,2.06,1473,26456,1.97,935,19853,1.69,955,23306,2.55,2578,22230,3.28,1378,17070,6.3
3173,0,1.688,9.274,77,99,9.48,45,81,19.62,48,127,13.55,24,345,4.33,46,770,1.69,45,504,6.97
19722,0,1.682,2.636,13,60,2.64,13,95,4.83,6,106,2.03,4,120,2.08,10,168,1.68,7,214,2.55
25149,0,1.681,3.055,18,109,2.01,9,99,3.21,17,144,4.23,11,178,3.85,16,269,1.68,11,257,3.34
22788,0,1.677,4.177,11,80,1.68,15,67,7.91,10,113,3.17,5,84,3.71,5,78,1.81,12,138,6.79
27606,0,1.666,3.861,419,3066,1.67,267,3934,2.4,121,1858,2.33,120,1924,3.88,285,1612,5.0,272,2693,7.89
